Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,IBB,Pos,Awards,Player-additional
126,Johnny Ostrowski,32,WSH,AL,-0.3,55,163,141,16,32,2,1,4,23,2,0,20,31,0.227,0.327,0.34,0.668,75,0.314,70,48,4,1,1,2,7H/89,,ostrojo01
127,Connie Ryan,30,2TM,NL,1.1,126,513,439,57,109,20,5,6,49,4,6,64,55,0.248,0.348,0.358,0.705,87,0.32,88,157,13,3,7,5,*4/H,,ryanco01
127,Connie Ryan,30,BSN,NL,0.3,20,87,72,12,14,2,0,3,6,0,1,12,9,0.194,0.326,0.347,0.673,82,0.31,88,25,3,2,1,0,4,,ryanco01
127,Connie Ryan,30,CIN,NL,0.8,106,426,367,45,95,18,5,3,43,4,5,52,46,0.259,0.352,0.36,0.712,88,0.322,88,132,10,1,6,5,*4/H,,ryanco01
128,Eddie Kazak,29,STL,NL,0.2,93,227,207,21,53,2,2,5,23,0,1,18,19,0.256,0.319,0.357,0.676,75,0.31,74,74,6,1,1,1,5H,,kazaked01
129,Johnny Lindell,33,2TM,2LG,-0.5,43,157,134,18,25,5,2,5,18,0,0,19,26,0.187,0.292,0.366,0.658,69,0.288,59,49,6,1,3,3,7/H8,,lindejo01
129,Johnny Lindell,33,NYY,AL,-0.3,7,25,21,2,4,0,0,0,2,0,0,4,2,0.19,0.32,0.19,0.51,35,0.229,27,4,1,0,0,1,/7H,,lindejo01
129,Johnny Lindell,33,STL,NL,-0.2,36,132,113,16,21,5,2,5,16,0,0,15,24,0.186,0.287,0.398,0.685,75,0.299,65,45,5,1,3,2,7/8H,,lindejo01
130,Willard Marshall*,29,BSN,NL,-0.1,105,336,298,38,70,10,2,5,40,1,0,36,5,0.235,0.319,0.332,0.652,76,0.301,77,99,10,1,1,6,9H7/8,,marshwi01
131,Luis Olmo,30,BSN,NL,-0.5,69,173,154,23,35,7,1,5,22,3,0,18,23,0.227,0.308,0.383,0.691,85,0.31,81,59,7,0,1,3,9H78/5,,olmolu01
132,Jack Phillips,28,PIT,NL,0.5,69,229,208,25,61,7,6,5,34,1,5,20,17,0.293,0.355,0.457,0.812,109,0.352,111,95,2,0,1,1,3H/51,,phillja02
133,Johnny Pramesa,24,CIN,NL,0.7,74,251,228,14,70,10,1,5,30,0,0,19,15,0.307,0.363,0.425,0.788,107,0.359,112,97,8,1,3,0,2/H,,pramejo01
134,Matt Batts,28,BOS,AL,0,75,258,238,27,65,15,3,4,34,0,0,18,19,0.273,0.327,0.412,0.739,81,0.334,71,98,8,1,1,5,2/H,,battsma01
135,Ted Beard*,29,PIT,NL,0.2,61,209,177,32,41,6,2,4,12,3,2,27,45,0.232,0.333,0.356,0.689,79,0.313,77,63,4,0,5,0,98H/7,,beardte01
136,Bob Borkowski,24,CHC,NL,0.4,85,275,256,27,70,7,4,4,29,1,3,16,30,0.273,0.319,0.379,0.698,83,0.31,81,97,9,1,2,2,89H/73,,borkobo01
137,Bobby Brown*,25,NYY,AL,0.5,95,320,277,33,74,4,2,4,37,3,1,39,18,0.267,0.36,0.339,0.699,82,0.338,86,94,12,1,3,2,5H,,brownbo03
138,Chico Carrasquel,24,CHW,AL,2.8,141,603,524,72,148,21,5,4,46,0,2,66,46,0.282,0.368,0.365,0.733,90,0.349,95,191,16,5,8,1,*6,MVP-12ROY-3,carrach01
139,Del Crandall,20,BSN,NL,-1,79,274,255,21,56,11,0,4,37,0,2,13,24,0.22,0.257,0.31,0.567,52,0.253,45,79,6,0,6,3,2/H3,,crandde01
140,Tookie Gilbert*,21,NYG,NL,-0.4,113,372,322,40,71,12,2,4,32,3,2,43,36,0.22,0.314,0.307,0.622,64,0.289,62,99,6,1,4,3,*3/H,,gilbeto01
141,Billy Goodman*,24,BOS,AL,2.7,110,485,424,91,150,25,3,4,68,2,4,52,25,0.354,0.427,0.455,0.882,117,0.411,125,193,8,2,7,1,753H/46,MVP-2,goodmbi01
142,Dick Kryhoski*,25,DET,AL,-0.9,53,179,169,20,37,10,0,4,19,0,1,8,11,0.219,0.258,0.349,0.608,52,0.279,43,59,2,1,1,0,3/H,,kryhodi01
143,Marty Marion,33,STL,NL,1,106,421,372,36,92,10,2,4,40,1,1,44,55,0.247,0.327,0.317,0.644,68,0.3,67,118,10,0,4,0,6/H,AS,marioma01
144,Marv Rickert*,29,2TM,2LG,-1.6,101,321,298,38,69,9,2,4,31,0,1,21,46,0.232,0.282,0.315,0.598,55,0.277,47,94,12,0,2,1,9H7/3,,rickema01
144,Marv Rickert*,29,PIT,NL,-0.4,17,20,20,0,3,0,0,0,4,0,0,0,4,0.15,0.15,0.15,0.3,-22,0.134,-44,3,1,0,0,0,H/9,,rickema01
144,Marv Rickert*,29,CHW,AL,-1.2,84,301,278,38,66,9,2,4,27,0,1,21,42,0.237,0.291,0.327,0.618,60,0.287,53,91,11,0,2,1,97/H3,,rickema01
145,Bud Stewart*,34,WSH,AL,0.8,118,428,378,46,101,15,6,4,35,5,4,46,33,0.267,0.348,0.37,0.719,88,0.337,90,140,3,1,3,1,97H,,stewabu01
146,Bob Dillinger,31,2TM,2LG,1.5,142,626,578,78,174,29,11,4,50,9,6,44,42,0.301,0.352,0.41,0.762,96,0.351,98,237,20,1,3,0,*5/H,,dillibo01
146,Bob Dillinger,31,PHA,AL,1.5,84,389,356,55,110,21,9,3,41,5,3,31,20,0.309,0.366,0.444,0.81,108,0.375,110,158,11,1,1,0,5,,dillibo01
146,Bob Dillinger,31,PIT,NL,0,58,237,222,23,64,8,2,1,9,4,3,13,22,0.288,0.328,0.356,0.684,78,0.312,77,79,9,0,2,0,5/H,,dillibo01
147,Bobby Adams,28,CIN,NL,2.1,115,394,348,57,98,21,8,3,25,7,5,43,29,0.282,0.361,0.414,0.774,103,0.351,107,144,2,0,3,0,45H,,adamsbo03
148,Pete Castiglione,29,PIT,NL,-0.1,94,294,263,29,67,10,3,3,22,1,3,23,23,0.255,0.317,0.35,0.667,73,0.305,73,92,7,1,7,0,56H/43,,castipe01
149,Chuck Diering,27,STL,NL,0.1,89,240,204,34,51,12,0,3,18,1,4,35,38,0.25,0.36,0.353,0.713,85,0.326,88,72,3,0,0,0,8H,,dierich01
150,Clint Hartung,27,NYG,NL,0.7,32,44,43,7,13,2,1,3,10,0,0,1,13,0.302,0.318,0.605,0.923,135,0.39,131,26,0,0,0,0,1H/379,,hartucl01
151,Randy Jackson,24,CHC,NL,-0.1,34,120,111,13,25,4,3,3,6,4,0,7,25,0.225,0.271,0.396,0.668,74,0.298,66,44,4,0,2,0,5/H,,jacksra01
152,Eddie Miller,33,STL,NL,0.8,64,195,172,17,39,8,0,3,22,0,0,19,21,0.227,0.307,0.326,0.633,64,0.295,63,56,4,1,3,0,6H/4,,milleed03
153,Dale Mitchell*,28,CLE,AL,2,130,577,506,81,156,27,5,3,49,3,7,67,21,0.308,0.39,0.399,0.789,106,0.366,110,202,7,1,3,8,*7/H9,,mitchda01
154,Bill Nicholson*,35,PHI,NL,-0.2,41,66,58,3,13,2,1,3,10,0,0,8,16,0.224,0.318,0.448,0.766,101,0.336,98,26,2,0,0,0,H9,,nichobi01
155,George Shuba*,25,BRO,NL,0,34,126,111,15,23,8,2,3,12,2,1,13,22,0.207,0.302,0.396,0.698,80,0.306,72,44,1,2,0,2,7/H,,shubage01
156,Earl Turner,27,PIT,NL,0,40,78,74,10,18,0,0,3,5,1,1,4,13,0.243,0.282,0.365,0.647,67,0.286,61,27,3,0,0,0,2/H,,turneea01
157,Richie Ashburn*,23,PHI,NL,3.9,151,670,594,84,180,25,14,2,41,14,9,63,32,0.303,0.372,0.402,0.774,105,0.354,111,239,11,2,11,0,*8/H,,ashburi01
158,Ralph Branca,24,BRO,NL,0.1,43,45,34,3,4,0,0,2,7,0,0,4,10,0.118,0.211,0.294,0.505,30,0.227,3,10,1,0,7,0,1,,brancra01
159,Tommy Byrne*,30,NYY,AL,0.9,34,87,81,14,22,3,1,2,16,1,0,4,15,0.272,0.322,0.407,0.729,88,0.337,83,33,0,2,0,0,1/H,AS,byrneto01
160,Cliff Chambers*,28,PIT,NL,0.7,37,96,90,10,26,1,1,2,9,0,0,4,18,0.289,0.319,0.389,0.708,83,0.316,79,35,2,0,2,0,1,,chambcl01
161,Sam Dente,28,WSH,AL,-1.6,155,654,603,56,144,20,5,2,59,1,1,39,19,0.239,0.286,0.299,0.585,53,0.28,50,180,25,1,11,1,*64,MVP-30,dentesa01
162,Hank Edwards*,31,CHC,NL,0.8,41,120,110,13,40,11,1,2,21,0,1,10,13,0.364,0.417,0.536,0.953,150,0.416,155,59,2,0,0,1,9H,,edwarha01
163,Al Evans,33,WSH,AL,-0.5,90,322,289,24,68,8,3,2,30,0,0,29,21,0.235,0.309,0.304,0.614,61,0.288,54,88,7,2,2,7,2/H,,evansal01
164,Bob Feller,31,CLE,AL,-0.3,35,96,83,7,10,0,1,2,5,1,0,5,33,0.12,0.17,0.217,0.387,0,0.174,-33,18,0,0,8,0,1,AS,fellebo01
165,Joe Garagiola*,24,STL,NL,0.9,34,98,88,8,28,6,1,2,20,0,0,10,7,0.318,0.388,0.477,0.865,122,0.386,126,42,5,0,0,1,2/H,,garagjo01
166,Gordon Goldsberry*,22,CHW,AL,0.6,82,155,127,19,34,8,2,2,25,0,2,26,18,0.268,0.392,0.409,0.802,108,0.369,112,52,3,0,2,1,H3/97,,goldsgo01
167,Mike Guerra,37,PHA,AL,-0.2,87,273,252,25,71,10,4,2,26,1,0,16,12,0.282,0.325,0.377,0.702,81,0.326,76,95,6,0,5,3,2/H,,guerrmi01
168,Jack Harshman*,22,NYG,NL,-0.3,9,35,32,3,4,0,0,2,4,0,0,3,6,0.125,0.2,0.313,0.513,32,0.23,23,10,2,0,0,0,/3,,harshja01
169,Dixie Howell,30,CIN,NL,-0.8,82,261,224,30,50,9,1,2,22,0,1,32,31,0.223,0.326,0.299,0.625,66,0.291,66,67,7,2,3,2,2/H,,howeldi02
170,Hal Jeffcoat,25,CHC,NL,-1.2,66,187,179,21,42,13,1,2,18,7,2,6,23,0.235,0.259,0.352,0.611,60,0.274,53,63,11,0,2,0,9H7/8,,jeffcha01
171,Charlie Keller*,33,DET,AL,0.7,50,64,51,7,16,1,3,2,16,0,0,13,6,0.314,0.453,0.569,1.022,157,0.457,159,29,0,0,0,1,H/97,,kellech01
172,Buddy Kerr,27,BSN,NL,0.3,155,572,507,45,115,24,6,2,46,0,1,50,50,0.227,0.296,0.31,0.606,64,0.277,60,157,21,0,14,7,*6,,kerrbu01
173,Johnny Lipon,27,DET,AL,2.7,147,701,601,104,176,27,6,2,63,9,6,81,26,0.293,0.378,0.368,0.745,89,0.357,94,221,20,1,18,1,*6,,liponjo01
174,Lloyd Merriman*,25,CIN,NL,0.2,92,336,298,44,77,15,3,2,31,6,5,30,23,0.258,0.33,0.349,0.679,79,0.311,80,104,3,2,5,1,8H/79,,merrill01
175,Eddie Miksis,23,BRO,NL,0.2,51,87,76,13,19,2,1,2,10,3,0,5,10,0.25,0.296,0.382,0.678,75,0.314,69,29,2,0,6,0,H46/5,,miksied01
176,Wally Moses*,39,PHA,AL,0.8,88,309,265,47,70,16,5,2,21,0,1,40,17,0.264,0.365,0.385,0.75,94,0.356,98,102,6,2,2,0,9H/87,,moseswa01
177,Danny Murtaugh,32,PIT,NL,1.8,118,417,367,34,108,20,5,2,37,2,3,47,42,0.294,0.376,0.392,0.768,100,0.349,103,144,8,1,1,2,*4H,,murtada01
178,Mickey Owen,34,CHC,NL,-0.3,86,277,259,22,63,11,0,2,21,2,1,13,16,0.243,0.282,0.309,0.591,56,0.272,53,80,8,1,4,1,2/H,,owenmi01
179,Hal Rice*,26,STL,NL,-0.7,44,139,128,12,27,3,1,2,11,0,2,10,10,0.211,0.268,0.297,0.565,46,0.249,36,38,1,0,1,2,7/H9,,riceha02
180,Sherry Robertson*,31,WSH,AL,0.1,71,145,123,19,32,3,3,2,16,1,1,22,18,0.26,0.372,0.382,0.755,98,0.354,100,47,2,0,0,1,H94/5,,robersh01
181,Tom Saffell*,28,PIT,NL,-0.7,67,202,182,18,37,7,0,2,6,1,1,14,34,0.203,0.264,0.275,0.539,40,0.248,32,50,1,1,5,0,8H/9,,saffeto01
182,Bob Scheffing,36,2TM,NL,-0.4,33,67,63,4,16,1,0,2,7,0,0,4,4,0.254,0.299,0.365,0.664,74,0.297,69,23,4,0,0,1,H2,,schefbo01
182,Bob Scheffing,36,CHC,NL,-0.3,12,16,16,0,3,1,0,0,1,0,0,0,2,0.188,0.188,0.25,0.438,14,0.195,1,4,0,0,0,0,/H2,,schefbo01
182,Bob Scheffing,36,CIN,NL,-0.1,21,51,47,4,13,0,0,2,6,0,0,4,2,0.277,0.333,0.404,0.738,93,0.33,92,19,4,0,0,1,2H,,schefbo01
183,Sibby Sisti,29,BSN,NL,-0.4,69,123,105,21,18,3,1,2,11,1,2,16,19,0.171,0.287,0.276,0.563,53,0.261,55,29,3,1,1,0,6H45/39,,sistisi01
184,Bob Swift,35,DET,AL,0.3,67,159,132,14,30,4,0,2,9,0,0,25,6,0.227,0.35,0.303,0.653,66,0.324,70,40,7,0,2,1,2/H,,swiftbo01
185,Tom Upton,23,SLB,AL,-1.7,124,449,389,50,92,5,6,2,30,7,2,52,45,0.237,0.328,0.296,0.624,58,0.306,56,115,8,1,7,1,*6/H45,,uptonto01
186,Kermit Wahl,27,PHA,AL,-0.5,89,319,280,26,72,12,3,2,27,1,1,30,30,0.257,0.331,0.343,0.674,74,0.319,73,96,9,1,7,1,56/H4,,wahlke01
187,Eddie Waitkus*,30,PHI,NL,1.9,154,702,641,102,182,32,5,2,44,3,2,55,29,0.284,0.341,0.359,0.7,86,0.324,89,230,13,1,5,2,*3/H,MVP-24,waitked01
188,Early Wynn#,30,CLE,AL,0.8,39,91,77,12,18,5,1,2,10,0,0,10,12,0.234,0.322,0.403,0.724,88,0.335,84,31,1,0,4,0,1/H,,wynnea01
189,Peanuts Lowrey,32,2TM,NL,-0.4,108,369,320,44,75,14,0,2,15,0,4,42,8,0.234,0.325,0.297,0.622,64,0.293,69,95,12,1,6,0,7H/4958,,lowrepe01
189,Peanuts Lowrey,32,CIN,NL,-0.6,91,306,264,34,60,14,0,1,11,0,4,36,7,0.227,0.32,0.292,0.612,62,0.287,67,77,11,0,6,0,7H/984,,lowrepe01
189,Peanuts Lowrey,32,STL,NL,0.1,17,63,56,10,15,0,0,1,4,0,0,6,1,0.268,0.349,0.321,0.671,75,0.321,81,18,1,1,0,0,/45H78,,lowrepe01
190,Hank Arft*,28,SLB,AL,0,98,332,280,45,75,16,4,1,32,3,2,46,48,0.268,0.375,0.364,0.739,87,0.351,88,102,3,2,4,1,3H,,arftha01
191,Joe Astroth,27,PHA,AL,0.5,39,128,110,11,36,3,1,1,18,0,0,18,3,0.327,0.422,0.4,0.822,113,0.391,120,44,7,0,0,2,2/H,,astrojo01
192,Bobby ?vila,26,CLE,AL,1.2,80,239,201,39,60,10,2,1,21,5,0,29,17,0.299,0.39,0.383,0.773,102,0.376,109,77,8,1,8,0,4H/6,,avilabo01
193,Johnny Berardino,33,2TM,2LG,-0.2,44,158,136,13,29,3,1,1,15,0,0,20,11,0.213,0.314,0.272,0.586,54,0.284,56,37,6,0,2,0,4/H5,,berarjo01
193,Johnny Berardino,33,CLE,AL,0.1,4,6,5,1,2,0,0,0,3,0,0,1,0,0.4,0.5,0.4,0.9,137,0.444,156,2,0,0,0,0,/H45,,berarjo01
193,Johnny Berardino,33,PIT,NL,-0.3,40,152,131,12,27,3,1,1,12,0,0,19,11,0.206,0.307,0.267,0.574,51,0.277,52,35,6,0,2,0,4/5H,,berarjo01
194,Lou Boudreau,32,CLE,AL,1,81,295,260,23,70,13,2,1,29,1,2,31,5,0.269,0.349,0.346,0.695,82,0.334,87,90,9,1,3,0,6H/345,,boudrlo01
195,Harry Brecheen*,35,STL,NL,0.5,27,63,58,8,14,0,1,1,2,0,0,5,6,0.241,0.302,0.328,0.629,63,0.291,61,19,2,0,0,0,1,,brechha01
196,Sam Calderone,24,NYG,NL,-0.3,34,70,67,9,20,1,0,1,12,0,0,2,5,0.299,0.319,0.358,0.677,77,0.31,76,24,2,0,1,0,2/H,,caldesa01
197,Joe Coleman,27,PHA,AL,-0.1,15,19,17,2,1,0,0,1,1,0,0,2,5,0.059,0.158,0.235,0.393,0,0.181,-18,4,1,0,0,0,1,,colemjo04
198,Herb Conyers*,29,CLE,AL,0.2,7,10,9,2,3,0,0,1,1,1,0,1,2,0.333,0.4,0.667,1.067,174,0.489,169,6,0,0,0,0,/H3,,conyehe01
199,Dale Coogan*,19,PIT,NL,-0.2,53,148,129,19,31,6,1,1,13,0,3,17,24,0.24,0.338,0.326,0.663,73,0.299,75,42,4,2,0,0,3H,,coogada02
200,Howie Fox,29,CIN,NL,0,35,68,63,7,11,1,0,1,8,0,0,2,10,0.175,0.2,0.238,0.438,15,0.199,-2,15,1,0,3,0,1/H,,foxho01
201,Ned Garver,24,SLB,AL,0.8,51,106,91,13,26,4,0,1,10,0,0,8,9,0.286,0.343,0.363,0.706,78,0.335,76,33,3,0,7,0,1H/7,MVP-24,garvene01
202,Mickey Grasso,30,WSH,AL,0.2,75,223,195,25,56,4,1,1,22,1,1,25,31,0.287,0.374,0.333,0.707,86,0.334,86,65,4,2,1,4,2/H,,grassmi01
203,Billy Hitchcock,33,PHA,AL,0.3,115,447,399,35,109,22,5,1,54,3,1,45,32,0.273,0.347,0.361,0.708,83,0.336,83,144,30,0,3,2,*4/H6,,hitchbi01
204,Bob Hooper,28,PHA,AL,-0.3,45,62,56,4,7,2,0,1,8,0,0,0,21,0.125,0.155,0.214,0.369,-5,0.162,-39,12,2,2,4,0,1,,hoopebo01
205,Larry Jansen,29,NYG,NL,-0.1,40,108,96,6,16,2,0,1,13,0,0,3,26,0.167,0.192,0.219,0.411,7,0.183,-20,21,1,0,9,0,1,ASMVP-33,jansela01
206,Jackie Jensen,23,NYY,AL,-0.5,45,78,70,13,12,2,2,1,5,4,0,7,8,0.171,0.247,0.3,0.547,41,0.27,33,21,3,0,1,0,H7/9,,jenseja01
207,Hal Keller*,22,WSH,AL,-0.1,11,30,28,1,6,3,0,1,5,0,0,2,2,0.214,0.267,0.429,0.695,79,0.299,62,12,1,0,0,1,/2H,,kelleha03
208,Ellis Kinder,35,BOS,AL,-0.1,48,77,71,5,13,1,1,1,11,0,0,2,13,0.183,0.205,0.268,0.473,16,0.216,-12,19,2,0,4,0,1,,kindeel01
209,Johnny Klippstein,22,CHC,NL,0.4,35,33,33,4,11,3,0,1,3,0,0,0,5,0.333,0.333,0.515,0.848,120,0.371,121,17,2,0,0,0,1/H,,klippjo01
210,Dave Koslo*,30,NYG,NL,-0.2,40,72,65,4,8,1,0,1,6,0,1,6,24,0.123,0.197,0.185,0.382,1,0.169,-16,12,0,0,1,0,1,,kosloda01
211,Al Kozar,28,2TM,AL,-0.3,30,72,65,11,14,1,0,1,5,0,0,5,11,0.215,0.271,0.277,0.548,43,0.261,36,18,3,0,2,0,4H/5,,kozaral01
211,Al Kozar,28,WSH,AL,-0.3,20,62,55,7,11,1,0,0,3,0,0,5,8,0.2,0.267,0.218,0.485,28,0.241,22,12,2,0,2,0,4/H,,kozaral01
211,Al Kozar,28,CHW,AL,0,10,10,10,4,3,0,0,1,2,0,0,0,3,0.3,0.3,0.6,0.9,129,0.385,117,6,1,0,0,0,/H45,,kozaral01
212,Jack Kramer,32,NYG,NL,0.1,35,27,20,3,2,0,0,1,2,0,0,5,5,0.1,0.28,0.25,0.53,40,0.26,38,5,1,0,1,0,1,,krameja01
213,Bob Kuzava#,27,2TM,AL,-0.2,32,77,62,8,6,0,0,1,5,0,0,8,26,0.097,0.211,0.145,0.356,-6,0.18,-25,9,2,1,5,0,1,,kuzavbo01
213,Bob Kuzava#,27,CHW,AL,0,10,18,12,3,1,0,0,0,1,0,0,3,3,0.083,0.267,0.083,0.35,-6,0.21,-18,1,1,0,2,0,1,,kuzavbo01
213,Bob Kuzava#,27,WSH,AL,-0.2,22,59,50,5,5,0,0,1,4,0,0,5,23,0.1,0.196,0.16,0.356,-6,0.172,-27,8,1,1,3,0,1,,kuzavbo01
214,Jim Lemon,22,CLE,AL,-0.5,12,37,34,4,6,1,0,1,1,0,0,3,12,0.176,0.243,0.294,0.537,39,0.244,26,10,2,0,0,0,7/H,,lemonji01
215,Stan Lopata,24,PHI,NL,-0.1,58,151,129,10,27,2,2,1,11,1,1,22,25,0.209,0.325,0.279,0.604,62,0.28,60,36,4,0,0,2,2/H,,lopatst01
216,Billy Martin,22,NYY,AL,0,34,39,36,10,9,1,0,1,8,0,0,3,3,0.25,0.308,0.361,0.669,73,0.315,71,13,0,0,0,0,4H/5,,martibi02
217,Gene Mauch,24,BSN,NL,-0.1,48,137,121,17,28,5,0,1,15,1,0,14,9,0.231,0.316,0.298,0.614,67,0.294,72,36,5,1,1,0,4H/56,,mauchge01
218,Carmen Mauro*,23,CHC,NL,-1,62,200,185,19,42,4,3,1,10,3,2,13,31,0.227,0.285,0.297,0.582,54,0.267,50,55,4,2,0,0,97H/8,,mauroca01
219,Sammy Meeks,27,CIN,NL,0.2,39,101,95,7,27,5,0,1,8,1,0,6,14,0.284,0.327,0.368,0.695,82,0.31,76,35,2,0,0,2,6H/5,,meekssa01
220,Paul Minner*,26,CHC,NL,0.3,43,70,65,6,14,0,1,1,7,0,1,4,16,0.215,0.261,0.292,0.553,46,0.242,37,19,2,0,1,0,1/H,,minnepa01
221,Ray Murray,32,CLE,AL,0.2,55,153,139,16,38,8,2,1,13,1,0,12,13,0.273,0.331,0.381,0.712,85,0.333,82,53,9,0,2,1,2H,,murrara01
222,Steve Nagy*,31,WSH,AL,0.2,15,26,22,5,5,1,0,1,3,0,0,3,5,0.227,0.32,0.409,0.729,90,0.334,85,9,1,0,1,0,/1H,,nagyst01
223,Rocky Nelson*,25,STL,NL,0,76,265,235,27,58,10,4,1,20,4,1,26,9,0.247,0.324,0.336,0.661,71,0.309,70,79,3,1,3,3,3/H,,nelsoro01
224,Don Newcombe*,24,BRO,NL,0.8,40,110,97,8,24,3,1,1,8,0,0,10,19,0.247,0.318,0.33,0.648,69,0.297,65,32,3,0,3,0,1,ASMVP-18,newcodo01
225,Erv Palica,22,BRO,NL,0.3,48,71,68,4,15,4,0,1,8,2,0,0,8,0.221,0.221,0.324,0.544,39,0.248,25,22,0,0,3,0,1/H,,palicer01
226,Johnny Pesky*,31,BOS,AL,3.3,127,605,490,112,153,22,6,1,49,2,1,104,31,0.312,0.437,0.388,0.825,104,0.401,115,190,13,5,6,2,*5/6H,,peskyjo01
227,Ken Raffensberger,32,CIN,NL,-0.2,38,89,82,7,11,2,0,1,9,0,0,4,21,0.134,0.174,0.195,0.37,-3,0.168,-23,16,2,0,3,0,1,,raffeke01
228,Bob Ramazzotti,33,CHC,NL,-0.1,61,151,145,19,38,3,3,1,6,3,2,4,16,0.262,0.287,0.345,0.631,66,0.283,62,50,1,1,1,0,4H5/6,,ramazbo01
229,Vic Raschi,31,NYY,AL,0.2,33,103,86,6,17,2,0,1,8,0,0,7,14,0.198,0.258,0.256,0.514,34,0.247,19,22,1,0,10,0,1,ASMVP-7,raschvi01
230,Pete Reiser*,31,BSN,NL,0.1,53,98,78,12,16,2,0,1,10,1,0,18,22,0.205,0.367,0.269,0.637,75,0.313,85,21,1,2,0,0,H7/859,,reisepe01
231,Saul Rogovin,28,DET,AL,0,11,16,16,2,3,0,0,1,5,0,0,0,3,0.188,0.188,0.375,0.563,39,0.243,18,6,1,0,0,0,1,,rogovsa01
232,Buddy Rosar,35,BOS,AL,-0.1,27,91,84,13,25,2,0,1,12,0,0,7,4,0.298,0.352,0.357,0.709,75,0.34,75,30,3,0,0,0,2/H,,rosarbu01
233,Bob Rush,24,CHC,NL,-0.1,40,94,90,6,15,2,0,1,5,1,1,3,36,0.167,0.194,0.222,0.416,9,0.179,-11,20,0,0,1,0,1/H,AS,rushbo01
234,Johnny Sain,32,BSN,NL,0.6,37,116,102,9,21,2,0,1,15,0,0,6,3,0.206,0.257,0.255,0.512,39,0.244,36,26,2,1,7,0,1,MVP-21,sainjo01
235,Carl Sawatski*,22,CHC,NL,-0.6,38,114,103,4,18,1,0,1,7,0,0,11,19,0.175,0.254,0.214,0.468,25,0.225,21,22,2,0,0,0,2/H,,sawatca01
236,Carl Scheib,23,PHA,AL,0.3,50,53,52,6,13,0,1,1,6,0,0,1,9,0.25,0.264,0.346,0.61,57,0.277,45,18,2,0,0,0,1/H,,scheica01
237,Hank Schenz,31,PIT,NL,-0.1,58,110,101,17,23,4,2,1,5,0,1,6,7,0.228,0.271,0.337,0.608,57,0.268,48,34,4,0,0,1,H45/6,,schenha01
238,Bobby Shantz,24,PHA,AL,0.1,37,78,66,4,11,1,0,1,4,1,0,6,10,0.167,0.236,0.227,0.463,20,0.23,5,15,2,0,6,0,1/H,,shantbo01
239,Warren Spahn*,29,BSN,NL,0.4,41,118,106,7,23,0,0,1,13,1,0,6,33,0.217,0.265,0.245,0.511,39,0.236,29,26,1,1,5,0,1,ASMVP-18,spahnwa01
240,Snuffy Stirnweiss,31,2TM,AL,-2,100,383,328,32,71,16,2,1,24,3,3,51,49,0.216,0.322,0.287,0.608,54,0.294,51,94,7,0,4,2,45/6H,,stirnsn01
240,Snuffy Stirnweiss,31,NYY,AL,0,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0.007,-132,0,0,0,0,0,/4H,,stirnsn01
240,Snuffy Stirnweiss,31,SLB,AL,-1.9,93,381,326,32,71,16,2,1,24,3,3,51,49,0.218,0.324,0.288,0.612,55,0.296,52,94,7,0,4,2,45/6H,,stirnsn01
241,Max Surkont,28,BSN,NL,0.6,9,24,23,4,10,2,0,1,5,0,0,1,3,0.435,0.458,0.652,1.111,196,0.488,206,15,0,0,0,0,/1,,surkoma01
242,Ted Tappe*,19,CIN,NL,,7,6,5,1,1,0,0,1,1,0,0,1,1,0.2,0.333,0.8,1.133,188,0.462,182,4,0,0,0,0,/H,,tappete01
243,Leo Thomas,26,SLB,AL,-0.8,35,148,121,19,24,6,0,1,9,0,1,20,14,0.198,0.312,0.273,0.585,48,0.287,46,33,4,0,7,0,5,,thomale02
244,Dizzy Trout,35,DET,AL,0.2,34,72,63,6,12,1,1,1,10,0,0,6,20,0.19,0.261,0.286,0.547,38,0.253,21,18,2,0,3,0,1,MVP-12,troutdi01
245,Thurman Tucker*,32,CLE,AL,-0.8,57,116,101,13,18,2,0,1,7,1,0,14,14,0.178,0.284,0.228,0.512,35,0.261,36,23,0,1,0,0,H87/9,,tucketh01
246,Bob Wellman,24,PHA,AL,0.1,11,15,15,1,5,0,0,1,1,0,0,0,3,0.333,0.333,0.533,0.867,121,0.384,115,8,0,0,0,0,/H9,,wellmbo01
247,Al Aber*,22,CLE,AL,0,1,3,2,0,0,0,0,0,0,0,0,1,1,0,0.333,0,0.333,-7,0.241,24,0,0,0,0,0,/1,,aberal01
248,Cal Abrams*,26,BRO,NL,-0.4,38,54,44,5,9,1,0,0,4,0,2,9,13,0.205,0.34,0.227,0.567,51,0.259,52,10,0,0,1,0,H/789,,abramca01
249,Herb Adams*,22,CHW,AL,-0.2,34,133,118,12,24,2,3,0,2,3,0,12,7,0.203,0.288,0.271,0.559,46,0.281,45,32,2,2,1,0,8/H,,adamshe01
250,Bob Addis*,24,BSN,NL,-0.1,16,31,28,7,7,1,0,0,2,1,0,3,5,0.25,0.323,0.286,0.608,66,0.28,56,8,0,0,0,1,H/798,,addisbo01
